"id","nama_agency","pagu","hps","harga_penawaran","nama_pemenang","pemenang_2","harga_penawaran_2",cluster
260011,'Direktorat Jenderal Anggaran',1173750000,1173750000,941875000,'PT. TRINET PRIMA SOLUSI','P.T. Mitra Infosarana',1003475000,C0
260011,'Direktorat Jenderal Anggaran',1173750000,1173750000,941875000,'PT. TRINET PRIMA SOLUSI','PT LIMAWIRA WISESA',951674570,C0
260011,'Direktorat Jenderal Anggaran',1173750000,1173750000,941875000,'PT. TRINET PRIMA SOLUSI','PT NUSANTARA COMPNET INTEGRATOR',984588000,C0
260011,'Direktorat Jenderal Anggaran',1173750000,1173750000,941875000,'PT. TRINET PRIMA SOLUSI','PT. CITRATHIRZA ASTARIJAYA',1026304153,C0
260011,'Direktorat Jenderal Anggaran',1173750000,1173750000,941875000,'PT. TRINET PRIMA SOLUSI','PT. Kompakar Indonesia',998407905,C0
260011,'Direktorat Jenderal Anggaran',1173750000,1173750000,941875000,'PT. TRINET PRIMA SOLUSI','PT. Omeda Megartha Dasindo',1097030000,C0
260011,'Direktorat Jenderal Anggaran',1173750000,1173750000,941875000,'PT. TRINET PRIMA SOLUSI','PT. REKABIO',1010404848,C0
262011,'Direktorat Jenderal Pajak',248200,236302,1841325970,'Karlin Mastrindo','Manggala Jaya Mandiri',1970219053,C0
262011,'Direktorat Jenderal Pajak',248200,236302,1841325970,'Karlin Mastrindo','PT. Alpha Graha Computindo',1860116500,C0
263011,'Direktorat Jenderal Pajak',2071000000,1972247671,1846557030,'PT. LANCAR ABADI JAYA','Manggala Jaya Mandiri',1525585303,C0
264011,'Badan Pendidikan dan Pelatihan Keuangan',1400000000,1319740000,1051787000,'PT. Multi Manunggal','PT. MATARINDO KREASISARANA',1146328150,C0
269011,'Badan Pendidikan dan Pelatihan Keuangan',358163300,358163300,307173625,'CV. Citra Gemilang Mandiri','CV. Duta Bisma Sejahtera',326771885,C0
269011,'Badan Pendidikan dan Pelatihan Keuangan',358163300,358163300,307173625,'CV. Citra Gemilang Mandiri','CV. SADEWA JAYA',333274000,C0
269011,'Badan Pendidikan dan Pelatihan Keuangan',358163300,358163300,307173625,'CV. Citra Gemilang Mandiri','CV. SUMBER SETIA ABADI',323092935,C0
269011,'Badan Pendidikan dan Pelatihan Keuangan',358163300,358163300,307173625,'CV. Citra Gemilang Mandiri','PT. Aneka Jasa Putratama',319825000,C0
269011,'Badan Pendidikan dan Pelatihan Keuangan',358163300,358163300,307173625,'CV. Citra Gemilang Mandiri','PT. KARYA PRIMA BAYAKTA',327188400,C0
269011,'Badan Pendidikan dan Pelatihan Keuangan',358163300,358163300,307173625,'CV. Citra Gemilang Mandiri','PT. Lestarijaya Ekapertiwi',327008000,C0
271011,'Direktorat Jenderal Pajak',450000,441987,231880,'PT. INDONESIA COMNETS PLUS','PT Mora Telematika Indonesia',375689,C0
271011,'Direktorat Jenderal Pajak',450000,441987,231880,'PT. INDONESIA COMNETS PLUS','PT. Patra Telekomunikasi Indonesia',437877,C0
272011,'Direktorat Jenderal Pajak',950000,945877,509291,'PT Indosat Tbk','PT Mora Telematika Indonesia',662104,C0
272011,'Direktorat Jenderal Pajak',950000,945877,509291,'PT Indosat Tbk','PT. Patra Telekomunikasi Indonesia',851703,C0
275011,'Sekretariat Jenderal Kementerian Keuangan',1275000000,1250775000,1035480600,'PT. Mitra Integrasi Informatika','PT. Mastersystem Infotama',1166000000,C0
275011,'Sekretariat Jenderal Kementerian Keuangan',1275000000,1250775000,1035480600,'PT. Mitra Integrasi Informatika','PT. Multipolar Tbk',1050500000,C0
276011,'Direktorat Jenderal Anggaran',317400000,283651638,277359500,'PT. Perwira Sentra Officindo','CV. SUMBER SETIA ABADI',302060000,C0
276011,'Direktorat Jenderal Anggaran',317400000,283651638,277359500,'PT. Perwira Sentra Officindo','CV. ZONA INTERMEDIA',330656700,C0
279011,'Kementerian Kelautan dan Perikanan',800000000,773982000,595485500,'CV. MEGAH JAYA UTAMA','CV. Ginanjar Gangsar',612117000,C0
279011,'Kementerian Kelautan dan Perikanan',800000000,773982000,595485500,'CV. MEGAH JAYA UTAMA','CV. KOTA BARO',540144000,C0
279011,'Kementerian Kelautan dan Perikanan',800000000,773982000,595485500,'CV. MEGAH JAYA UTAMA','CV. PUJAKESUMA WAHYU ANGGADA',619189560,C0
279011,'Kementerian Kelautan dan Perikanan',800000000,773982000,595485500,'CV. MEGAH JAYA UTAMA','PT. LISNA BHAKTI KARYA',760765500,C0
280011,'Kementerian Kelautan dan Perikanan',624000000,623070000,500202000,'PT. ARI MANDA PERSADA','CV. WAWASAN ALTERNATIF SEJAHTERA',565364700,C0
283011,'Komisi Yudisial',360000000,299280000,219600000,'CV. Cemerlang Abadi','CV. Kencana Jaya',274800000,C0
283011,'Komisi Yudisial',360000000,299280000,219600000,'CV. Cemerlang Abadi','PT. Warnasaparasi Indahgrafika',288000000,C0
286011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',239360000,239360000,205931000,'PT. JOGJA INFO SERVICE','PT. Arjuna Sinatria Amarta',225000000,C0
288011,'Direktorat Jenderal Pajak',1300000000,1275010000,1154197000,'PT MEDIATAMA CIPTACITRA','PT CIPTA CITRA SENINDO',1243725988,C0
297011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',298468779,298468779,260931000,'PT. INIXINDO PERSADA REKAYASA KOMPUTER','PT. Mitra Integrasi Informatika',265288000,C0
308011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',160000000,159929000,115149100,'PT. KARYA PRIMA BAYAKTA','CV. Media Sarana Cipta Buana',147642000,C0
309011,'Badan Pendidikan dan Pelatihan Keuangan',1603716000,1603716000,0,'PT. BILLITONICA INDOMATRA CONSULTANT','PT. LARAS RESPATI UTAMA',1025618000,C0
309011,'Badan Pendidikan dan Pelatihan Keuangan',1603716000,1603716000,0,'PT. BILLITONICA INDOMATRA CONSULTANT','PT. MATRA WIDYAPRATAMA',799975000,C0
309011,'Badan Pendidikan dan Pelatihan Keuangan',1603716000,1603716000,0,'PT. BILLITONICA INDOMATRA CONSULTANT','PT. YODYA KARYA (PERSERO)',1204900000,C0
310011,'Badan Pendidikan dan Pelatihan Keuangan',318550,318550,314892,'perum percetakan uang republik indonesia','PT. Pura Barutama',302634,C0
316011,'Direktorat Jenderal Perbendaharaan',718755,712508,615087,'PT. Mutu Garansi Prima','PT Sparindo Alfa Persada',696872,C0
316011,'Direktorat Jenderal Perbendaharaan',718755,712508,615087,'PT. Mutu Garansi Prima','surya multi utama',691152,C0
318011,'Direktorat Jenderal Perbendaharaan',2683000,2674265,2668202,'PT. IP NETWORK SOLUSINDO','PT. Wahana Ciptasinatria',2671583,C0
319011,'Direktorat Jenderal Perbendaharaan',300000,1517000000,1485157300,'PT. BORIANDY PUTRA','PT. Hitam Perkasa',1464102200,C0
320011,'Komisi Yudisial',250000000,213522800,159000000,'CV. HAUNANKA','ALHAS JAYA PRIMA',180883200,C0
320011,'Komisi Yudisial',250000000,213522800,159000000,'CV. HAUNANKA','CV. Citra Gemilang Mandiri',159174950,C0
320011,'Komisi Yudisial',250000000,213522800,159000000,'CV. HAUNANKA','PT. BANGUN WRADHINDAYA',190199110,C0
321011,'Direktorat Jenderal Anggaran',700000000,697701411,586218490,'CV. Citra Gemilang Mandiri','KARYA TIGA MITRA',623554929,C0
321011,'Direktorat Jenderal Anggaran',700000000,697701411,586218490,'CV. Citra Gemilang Mandiri','PT. BANGUN WRADHINDAYA',681670000,C0
321011,'Direktorat Jenderal Anggaran',700000000,697701411,586218490,'CV. Citra Gemilang Mandiri','PT. Perwira Sentra Officindo',666185971,C0
322011,'Direktorat Jenderal Anggaran',450000000,411125000,369831000,'CV. Sosor Lontung Muara','CV. Citra Gemilang Mandiri',409997500,C0
322011,'Direktorat Jenderal Anggaran',450000000,411125000,369831000,'CV. Sosor Lontung Muara','CV. Duta Bisma Sejahtera',384337800,C0
322011,'Direktorat Jenderal Anggaran',450000000,411125000,369831000,'CV. Sosor Lontung Muara','PT. Perwira Sentra Officindo',399981450,C0
331011,'Direktorat Jenderal Pajak',516000,512304,486096,'PT MEDIATAMA CIPTACITRA','Cursor Media',494193,C0
331011,'Direktorat Jenderal Pajak',516000,512304,486096,'PT MEDIATAMA CIPTACITRA','PT CIPTA CITRA SENINDO',492873,C0
335011,'Badan Pendidikan dan Pelatihan Keuangan',686251000,686251000,545345000,'Tritunggal Setia Pratiwi','CV. SEMARINDO PUTRA MANDIRI',621528000,C0
335011,'Badan Pendidikan dan Pelatihan Keuangan',686251000,686251000,545345000,'Tritunggal Setia Pratiwi','PT.ROBEN PEKAYON INDAH',583288000,C0
337011,'Direktorat Jenderal Perbendaharaan',2100000000,2100000000,1549557196,'PT. RAMA MANDIRI','PT. Daya Sgracipta',1692250560,C0
337011,'Direktorat Jenderal Perbendaharaan',2100000000,2100000000,1549557196,'PT. RAMA MANDIRI','PT. HENNYEKA PRATAMA',1593636000,C0
337011,'Direktorat Jenderal Perbendaharaan',2100000000,2100000000,1549557196,'PT. RAMA MANDIRI','PT. JOHN DAN RO',1702750000,C0
337011,'Direktorat Jenderal Perbendaharaan',2100000000,2100000000,1549557196,'PT. RAMA MANDIRI','PT. UNITEKNINDO INTI SARANA',1680000000,C0
338011,'Direktorat Jenderal Perbendaharaan',650000,650000,608964,'PT LIMAWIRA WISESA','PT. ANDITAMA INFOCON',623410,C0
343011,'Direktorat Jenderal Pajak',1100000,956271,951631,'PT. Telekomunikasi Indonesia Tbk.','PT. Patra Telekomunikasi Indonesia',735631,C0
346011,'Direktorat Jenderal Pajak',1962000000,1867800000,684337500,'PT. Cyber Network Indonesia','PT Indosat Tbk',1760246400,C0
346011,'Direktorat Jenderal Pajak',1962000000,1867800000,684337500,'PT. Cyber Network Indonesia','PT. INDONESIA COMNETS PLUS',1306250000,C0
346011,'Direktorat Jenderal Pajak',1962000000,1867800000,684337500,'PT. Cyber Network Indonesia','PT. Telekomunikasi Indonesia Tbk.',1279389716,C0
348011,'Direktorat Jenderal Kekayaan Negara',387275,341329,292798,'PT. Public Sector Indonesia','PT. Berca Hardayaperkasa',301922,C0
348011,'Direktorat Jenderal Kekayaan Negara',387275,341329,292798,'PT. Public Sector Indonesia','PT. METROCOM GLOBAL SOLUSI',308760,C0
350011,'Direktorat Jenderal Anggaran',500787400,500713125,400575120,'CV.Bhina Sana Kuarga','CV. DUA PUTRA PRIMA',415855000,C0
350011,'Direktorat Jenderal Anggaran',500787400,500713125,400575120,'CV.Bhina Sana Kuarga','CV. Media Sarana Cipta Buana',445331003,C0
350011,'Direktorat Jenderal Anggaran',500787400,500713125,400575120,'CV.Bhina Sana Kuarga','CV. SUMBER SETIA ABADI',482275200,C0
353011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',293579167,293579167,271700000,'Jasa Jejaring Wasantara','PT. Platinum Network Indonesia',237600000,C0
354011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1142634350,1142634350,1007160000,'PT. TRINET PRIMA SOLUSI','PT. Agra Sinergi Selaras',1085535000,C0
354011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1142634350,1142634350,1007160000,'PT. TRINET PRIMA SOLUSI','PT. Arasis Mediatec',1118612000,C0
354011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1142634350,1142634350,1007160000,'PT. TRINET PRIMA SOLUSI','PT. METROCOM GLOBAL SOLUSI',1028329500,C0
354011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1142634350,1142634350,1007160000,'PT. TRINET PRIMA SOLUSI','PT. NANO INFORMATION TECHNOLOGY',1027565000,C0
360011,'Direktorat Jenderal Pajak',385000,369771,355298,'PT. Vetiga Himais Optima','PT SAJADAH INDOMEDIA PROMO',368999,C0
363011,'Direktorat Jenderal Pajak',518000,492904,479722,'PT. Metrodata E Bisnis','PT. Universal System',492181,C0
364011,'Direktorat Jenderal Pajak',437726,416881,414797,'PT. Universal System','PT. Infinite Business Synergy',412646,C0
364011,'Direktorat Jenderal Pajak',437726,416881,414797,'PT. Universal System','PT. Mitra Integrasi Informatika',408397,C0
372011,'Badan Pendidikan dan Pelatihan Keuangan',700000000,698000000,660004400,'CV.CAKRA NASIONAL','PT. CITA KARYA DHARMA',667998000,C0
372011,'Badan Pendidikan dan Pelatihan Keuangan',700000000,698000000,660004400,'CV.CAKRA NASIONAL','SARANA KARYAJASA',621361000,C0
378011,'Direktorat Jenderal Pajak',1617000000,1539240054,889966000,'PT NUSANTARA COMPNET INTEGRATOR','PT. Mastersystem Infotama',1383800000,C0
379011,'Komisi Pemberantasan Korupsi',225000000,202400000,139095000,'PT Desindo Putra Mandiri','CV. HAUNANKA',190300000,C0
379011,'Komisi Pemberantasan Korupsi',225000000,202400000,139095000,'PT Desindo Putra Mandiri','CV. SURYA GEMILANG',177100000,C0
389011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',104896000,104896000,83916800,'CV. MERZYITA','PT. Perwira Sentra Officindo',84480000,C0
393011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',679000000,679000000,0,'PT. Gitarencana Multiplan','PT. ARKONIN',541750000,C0
393011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',679000000,679000000,0,'PT. Gitarencana Multiplan','PT. PERENTJANA DJAJA',649352000,C0
394011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',2100000,2100000,1893462,'PT. Waskita Karya','PP DIRGANEKAPT',1899927,C0
400011,'Direktorat Jenderal Pajak',2615321,1772869,1426797,'P.T. Mitra Infosarana','PT. Berca Hardayaperkasa',1548688,C0
400011,'Direktorat Jenderal Pajak',2615321,1772869,1426797,'P.T. Mitra Infosarana','PT. Multipolar Tbk',1512603,C0
404011,'Badan Kebijakan Fiskal',1282400000,1273361500,1101485396,'PT. Omeda Megartha Dasindo','CV. PILAR SAPTA MANDIRI',1251998000,C0
404011,'Badan Kebijakan Fiskal',1282400000,1273361500,1101485396,'PT. Omeda Megartha Dasindo','CV. SUMBER SETIA ABADI',1170097500,C0
404011,'Badan Kebijakan Fiskal',1282400000,1273361500,1101485396,'PT. Omeda Megartha Dasindo','PT. TRINET PRIMA SOLUSI',1197900000,C0
407011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1188660000,1188660000,1091963400,'PT. TRINET PRIMA SOLUSI','CV. Zoom Utama Makmur',1185494420,C0
407011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1188660000,1188660000,1091963400,'PT. TRINET PRIMA SOLUSI','MITRA BUANA KOMPUTINDO',1166878570,C0
407011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1188660000,1188660000,1091963400,'PT. TRINET PRIMA SOLUSI','PT. NANO INFORMATION TECHNOLOGY',1170290000,C0
407011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',1188660000,1188660000,1091963400,'PT. TRINET PRIMA SOLUSI','PT. Omeda Megartha Dasindo',1109672256,C0
408011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',239542000,239542000,191191000,'CV. SUMBER SETIA ABADI','CV. DUA PUTRA PRIMA',212190000,C0
408011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',239542000,239542000,191191000,'CV. SUMBER SETIA ABADI','CV.Bhina Sana Kuarga',206578020,C0
408011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',239542000,239542000,191191000,'CV. SUMBER SETIA ABADI','PT. Perwira Sentra Officindo',194230080,C0
408011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',239542000,239542000,191191000,'CV. SUMBER SETIA ABADI','PT.Optima Bahagia',212718000,C0
411011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',177680000,177680000,144142900,'CV. Nirwana Indah','CV. Kencana Jaya',166081938,C0
411011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',177680000,177680000,144142900,'CV. Nirwana Indah','CV. RICHARDO JAYA',161269031,C0
412011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',345621450,345621450,161745000,'PT.Kharisma Offset Tetapjaya','CV. Titipan Ekspres Indonesia',232597200,C0
412011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',345621450,345621450,161745000,'PT.Kharisma Offset Tetapjaya','CV.Alexander jaya',274777140,C0
412011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',345621450,345621450,161745000,'PT.Kharisma Offset Tetapjaya','KARYA INDONESIA',184177059,C0
414011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',140000000,140000000,116930000,'PT. ERLANDO UNGGUL SEJATI','CV Bounga Solusi Informatika',139702090,C0
414011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',140000000,140000000,116930000,'PT. ERLANDO UNGGUL SEJATI','CV. ILLONA Solusindo',138916800,C0
414011,'LKPP (Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah)',140000000,140000000,116930000,'PT. ERLANDO UNGGUL SEJATI','PT. Perwira Sentra Officindo',117953550,C0
415011,'Direktorat Jenderal Bea dan Cukai',1736695000,1736695000,999563400,'PT. Telekomunikasi Indonesia Tbk.','PT Aplikanusa Lintasarta',1072940000,C0
418011,'Sekretariat Jenderal Kementerian Keuangan',236500,236370,236409,'perum percetakan uang republik indonesia','PT. WAHYU ABADI',1986638500,C0
421011,'Badan Pendidikan dan Pelatihan Keuangan',1249786750,1249786750,0,'MITRAPLAN KONSULTAN PT','PT. CAKRA MANGGILINGAN JAYA',1212145000,C0
421011,'Badan Pendidikan dan Pelatihan Keuangan',1249786750,1249786750,0,'MITRAPLAN KONSULTAN PT','PT. KANTA KARYA UTAMA',1209010000,C0
421011,'Badan Pendidikan dan Pelatihan Keuangan',1249786750,1249786750,0,'MITRAPLAN KONSULTAN PT','PT. LARAS RESPATI UTAMA',1143951000,C0
423011,'Badan Pendidikan dan Pelatihan Keuangan',600000000,582078500,484660000,'PT. Aneka Jasa Putratama','CV. Citra Gemilang Mandiri',487543650,C0
423011,'Badan Pendidikan dan Pelatihan Keuangan',600000000,582078500,484660000,'PT. Aneka Jasa Putratama','CV. Kencana Jaya',578019948,C0
423011,'Badan Pendidikan dan Pelatihan Keuangan',600000000,582078500,484660000,'PT. Aneka Jasa Putratama','CV.ASFA COMPANY',551917500,C0
423011,'Badan Pendidikan dan Pelatihan Keuangan',600000000,582078500,484660000,'PT. Aneka Jasa Putratama','PT.COMPLUS SISTEM SOLUSI',537970152,C0
427011,'Bapepam - LK',522500000,514250000,423500000,'CV. Laba-laba Perkasa','CV. TINMULANA JAYA',465608000,C0
429011,'Sekretariat Jenderal Kementerian Keuangan',355632000,332331000,330960000,'CV. ZONA INTERMEDIA','CV. SUMBER SETIA ABADI',332007500,C0
435011,'Direktorat Jenderal Kekayaan Negara',387500,383459,290547,'PT LIMAWIRA WISESA','CV Wildan Eka Perdana',383300,C0
435011,'Direktorat Jenderal Kekayaan Negara',387500,383459,290547,'PT LIMAWIRA WISESA',dwiputrijayaabadi,382500,C0
435011,'Direktorat Jenderal Kekayaan Negara',387500,383459,290547,'PT LIMAWIRA WISESA','indah utama jaya mandiri',379875,C0
436011,'Sekretariat Jenderal Kementerian Keuangan',745000,606416,554400,'PT. Public Sector Indonesia','PT. QUADRA SOLUTION',569227,C0
438011,'Badan Pendidikan dan Pelatihan Keuangan',714186,714186,598292,'PT. Sumber Batu','PT. GUNAKARYA NUSANTARA',625569,C0
438011,'Badan Pendidikan dan Pelatihan Keuangan',714186,714186,598292,'PT. Sumber Batu','PT. JHS Precast Concrete Indonesia',614540,C0
438011,'Badan Pendidikan dan Pelatihan Keuangan',714186,714186,598292,'PT. Sumber Batu','PT. Mutu Garansi Prima',633772,C0
440011,'Inspektorat Jenderal Kementerian Keuangan',1168000000,1076174000,1074315000,'PT. Khatulistiwa Jayasakti Abadi','PT. Cipta Prima Visi',1159000000,C0
440011,'Inspektorat Jenderal Kementerian Keuangan',1168000000,1076174000,1074315000,'PT. Khatulistiwa Jayasakti Abadi','PT. Krakatau Information Technology',991593900,C0
440011,'Inspektorat Jenderal Kementerian Keuangan',1168000000,1076174000,1074315000,'PT. Khatulistiwa Jayasakti Abadi','PT. TRINET PRIMA SOLUSI',1091741200,C0
447011,'Badan Pendidikan dan Pelatihan Keuangan',347400000,347400000,307068000,'CV. SEMARINDO PUTRA MANDIRI','CV. ARMAS ARGRICINAL',314299000,C0
447011,'Badan Pendidikan dan Pelatihan Keuangan',347400000,347400000,307068000,'CV. SEMARINDO PUTRA MANDIRI','CV. PIDATRA LUBRINDO SEJAHTERA',322850000,C0
448011,'Badan Pendidikan dan Pelatihan Keuangan',1630692000,1630692000,1363151400,'PT. PARAMITRA MULTI PRAKASA','PT Bilindo Andase',1466821700,C0
449011,'Direktorat Jenderal Bea dan Cukai',762575000,762575000,579169250,'CV. Bintang Bahgas Jaya','PT.bhinneka Dirgantara Loka',678562500,C0
452011,'Bapepam - LK',1861581,1860979,1694581,'PT. BETANIA PRIMA','DEMA PUTRA TUNGGAL',1784999,C0
452011,'Bapepam - LK',1861581,1860979,1694581,'PT. BETANIA PRIMA','PT. DARMO SIPON',1799960,C0
452011,'Bapepam - LK',1861581,1860979,1694581,'PT. BETANIA PRIMA','PT. GUNAKARYA NUSANTARA',1727128,C0
452011,'Bapepam - LK',1861581,1860979,1694581,'PT. BETANIA PRIMA','Pt. Nuren Samijaya',1489264,C0
454011,'Komisi Pemberantasan Korupsi',300000000,280547300,218075000,cv.indrapratama,'CV. Maya Animation Video',271463775,C0
454011,'Komisi Pemberantasan Korupsi',300000000,280547300,218075000,cv.indrapratama,'PD.TASLIM HAMID',237325000,C0
455011,'Komisi Pemberantasan Korupsi',365000000,364375000,297385000,'CV. DUA PUTRA PRIMA','CV Sembilan Benua',320320000,C0
455011,'Komisi Pemberantasan Korupsi',365000000,364375000,297385000,'CV. DUA PUTRA PRIMA','CV. RICHARDO JAYA',343174700,C0
455011,'Komisi Pemberantasan Korupsi',365000000,364375000,297385000,'CV. DUA PUTRA PRIMA','CV. TINMULANA JAYA',325277150,C0
455011,'Komisi Pemberantasan Korupsi',365000000,364375000,297385000,'CV. DUA PUTRA PRIMA','PD.TASLIM HAMID',310033625,C0
456011,'Direktorat Jenderal Kekayaan Negara',1539284880,1352000000,0,'PT. YODYA KARYA (PERSERO)','PT Biro Insinyur Exakta',1304700000,C0
456011,'Direktorat Jenderal Kekayaan Negara',1539284880,1352000000,0,'PT. YODYA KARYA (PERSERO)','PT. Maxitech Utama Indonesia',1350475500,C0
457011,'Direktorat Jenderal Kekayaan Negara',1884004570,1859000000,0,'PT INDAH KARYA (Persero)','PT GRIKSA CIPTA',1300000000,C0
457011,'Direktorat Jenderal Kekayaan Negara',1884004570,1859000000,0,'PT INDAH KARYA (Persero)','PT. CAKRA MANGGILINGAN JAYA',1304731450,C0
458011,'Direktorat Jenderal Anggaran',1490386975,1417730155,1315589000,'PT. ASTRA GRAPHIA TBK','PT NUSANTARA COMPNET INTEGRATOR',1411058000,C0
458011,'Direktorat Jenderal Anggaran',1490386975,1417730155,1315589000,'PT. ASTRA GRAPHIA TBK','PT. Multi Informatika Solusindo',1825061678,C0
458011,'Direktorat Jenderal Anggaran',1490386975,1417730155,1315589000,'PT. ASTRA GRAPHIA TBK','PT. TRINET PRIMA SOLUSI',1402041080,C0
